epoch,loss,model_1_1_loss,model_1_1_sparse_categorical_accuracy,model_1_2_loss,model_1_2_sparse_categorical_accuracy,model_1_3_loss,model_1_3_sparse_categorical_accuracy,model_1_loss,model_1_sparse_categorical_accuracy,val_loss,val_model_1_1_loss,val_model_1_1_sparse_categorical_accuracy,val_model_1_2_loss,val_model_1_2_sparse_categorical_accuracy,val_model_1_3_loss,val_model_1_3_sparse_categorical_accuracy,val_model_1_loss,val_model_1_sparse_categorical_accuracy
16,7.165650844573975,1.7667391300201416,0.5812035202980042,1.6997398138046265,0.5979493856430054,1.6034390926361084,0.6371849179267883,2.0098087787628174,0.5420815944671631,7.987520217895508,2.097442150115967,0.4914498031139374,2.0192112922668457,0.5265799164772034,1.6432206630706787,0.6355947852134705,2.1443581581115723,0.5045539140701294
17,7.135998249053955,1.7592841386795044,0.58174067735672,1.6917532682418823,0.5990805625915527,1.5977320671081543,0.6373966932296753,1.99966299533844,0.543316125869751,7.940427303314209,2.081029176712036,0.4950743615627289,2.0034828186035156,0.5298327207565308,1.639272928237915,0.6347119212150574,2.133030891418457,0.5047397613525391
18,7.110789775848389,1.7487094402313232,0.5836932063102722,1.682485818862915,0.5999225378036499,1.5958034992218018,0.6368594765663147,1.9949530363082886,0.5429700613021851,7.9116950035095215,2.074082851409912,0.498698890209198,1.986611247062683,0.5357341766357422,1.6317460536956787,0.633596658706665,2.1300101280212402,0.5014870166778564
19,7.0822038650512695,1.7388561964035034,0.5849999785423279,1.6729204654693604,0.6014359593391418,1.5923584699630737,0.637866735458374,1.9882402420043945,0.5417510271072388,7.878010272979736,2.0604429244995117,0.5032063126564026,1.9757522344589233,0.5330855250358582,1.6267004013061523,0.6351301074028015,2.1242787837982178,0.5039962530136108
20,7.0496721267700195,1.727227807044983,0.5871539115905762,1.6627987623214722,0.602169394493103,1.590753197669983,0.6368026733398438,1.9785643815994263,0.5436311960220337,7.832025527954102,2.045107126235962,0.5024163722991943,1.9575178623199463,0.5357341766357422,1.6311004161834717,0.6286245584487915,2.1086056232452393,0.5058550238609314
21,7.026309967041016,1.716116189956665,0.5879493951797485,1.653462529182434,0.6043336987495422,1.5928330421447754,0.6362190246582031,1.9705276489257812,0.5425465106964111,7.780394077301025,2.0320122241973877,0.5025092959403992,1.937678575515747,0.5363382697105408,1.6243985891342163,0.6318308711051941,2.0949416160583496,0.5040427446365356
22,6.989984035491943,1.7074114084243774,0.5890805721282959,1.6419390439987183,0.6057128310203552,1.5913852453231812,0.6350154876708984,1.9567135572433472,0.544096052646637,7.753726959228516,2.016575813293457,0.5018587112426758,1.9339179992675781,0.5355948209762573,1.629996418952942,0.6314126253128052,2.0815603733062744,0.5057621002197266
23,6.958600044250488,1.6976070404052734,0.5892820358276367,1.6318670511245728,0.6067562103271484,1.5942031145095825,0.63261878490448,1.941881775856018,0.5456559658050537,7.722305774688721,2.005586624145508,0.5042750835418701,1.9153554439544678,0.5360594987869263,1.6331604719161987,0.619005560874939,2.0752644538879395,0.5049721002578735
24,6.922961711883545,1.6882376670837402,0.5901549458503723,1.6224108934402466,0.6081198453903198,1.5951379537582397,0.629059910774231,1.9246636629104614,0.548331618309021,7.6649489402771,1.990041971206665,0.5060408711433411,1.9095231294631958,0.5362918376922607,1.6304336786270142,0.6223048567771912,2.0430147647857666,0.5121282339096069
25,6.884134292602539,1.6751134395599365,0.5915753841400146,1.6163568496704102,0.6078047752380371,1.5939464569091797,0.6268078684806824,1.9057536125183105,0.5493853092193604,7.615395545959473,1.982455849647522,0.502555787563324,1.8986889123916626,0.5335502028465271,1.6112430095672607,0.6260222792625427,2.028881072998047,0.5114777088165283
26,6.848389625549316,1.6631948947906494,0.5929906964302063,1.609169363975525,0.6079441905021667,1.5855703353881836,0.629369854927063,1.8942571878433228,0.5512964725494385,7.573549270629883,1.969376564025879,0.5073419809341431,1.877331018447876,0.5412639379501343,1.601822018623352,0.6337825059890747,2.0273501873016357,0.5085501670837402
27,6.796017646789551,1.6481088399887085,0.5951446294784546,1.5998550653457642,0.6090392470359802,1.566440463066101,0.6377944350242615,1.883577823638916,0.5518181920051575,7.524430751800537,1.958532452583313,0.5095725059509277,1.8728710412979126,0.5438197255134583,1.587167501449585,0.639219343662262,2.003833293914795,0.5143122673034668
28,6.7497124671936035,1.6346871852874756,0.5988842844963074,1.5918738842010498,0.6113584637641907,1.5491774082183838,0.6421023011207581,1.8728773593902588,0.5541064143180847,7.474654197692871,1.9420928955078125,0.511198878288269,1.8560245037078857,0.5452602505683899,1.5732009410858154,0.643122673034668,1.9989328384399414,0.5164963006973267
29,6.707651138305664,1.6240513324737549,0.6015495657920837,1.5829941034317017,0.6147624254226685,1.5364153385162354,0.6464565992355347,1.8601746559143066,0.5560950636863708,7.431384086608887,1.9299108982086182,0.5166357159614563,1.8421281576156616,0.548698902130127,1.5628118515014648,0.6454925537109375,1.9886537790298462,0.5184944272041321
30,6.671367645263672,1.6125677824020386,0.6036983728408813,1.5762301683425903,0.6171280741691589,1.5272878408432007,0.6476342678070068,1.8497096300125122,0.5591735243797302,7.386801719665527,1.9217700958251953,0.5170539021492004,1.835882306098938,0.5493494272232056,1.5422661304473877,0.6490241885185242,1.977130651473999,0.521050214767456
31,6.636725425720215,1.602394700050354,0.6065857410430908,1.568988561630249,0.6188119649887085,1.5193824768066406,0.6496126055717468,1.8380244970321655,0.5608367919921875,7.355467796325684,1.9114294052124023,0.5193773508071899,1.8246220350265503,0.5518587231636047,1.5394612550735474,0.6472119092941284,1.968381643295288,0.5203067064285278
32,6.603512287139893,1.593485713005066,0.6085072159767151,1.560629963874817,0.6211570501327515,1.51315176486969,0.6518595218658447,1.8256900310516357,0.5626497864723206,7.315770149230957,1.892853856086731,0.5217472314834595,1.8265010118484497,0.5534851551055908,1.5373069047927856,0.6504647135734558,1.945105791091919,0.5248141288757324
33,6.566633701324463,1.5855380296707153,0.6103822588920593,1.5511391162872314,0.6238894462585449,1.507300615310669,0.6527944207191467,1.809383749961853,0.56650310754776,7.273571968078613,1.8915592432022095,0.5230947732925415,1.8063578605651855,0.5563661456108093,1.5294607877731323,0.6540427803993225,1.9282535314559937,0.5253252983093262
34,6.531291961669922,1.5755800008773804,0.6128305792808533,1.5428273677825928,0.6263584494590759,1.4993951320648193,0.6537706851959229,1.7980635166168213,0.5684297680854797,7.228143215179443,1.879019856452942,0.5264869928359985,1.790553331375122,0.5624070763587952,1.5206589698791504,0.6525092720985413,1.9191019535064697,0.5307155847549438
35,6.4994096755981445,1.5679467916488647,0.6140702366828918,1.5336418151855469,0.6277944445610046,1.4913815259933472,0.6556094884872437,1.7889987230300903,0.5689772963523865,7.195703029632568,1.8743880987167358,0.5246747136116028,1.7914583683013916,0.5608736276626587,1.5040004253387451,0.6565055847167969,1.9042891263961792,0.5312267541885376
36,6.478361129760742,1.5618735551834106,0.6150103211402893,1.5306458473205566,0.6289204359054565,1.4850648641586304,0.6568182110786438,1.7805958986282349,0.5712913274765015,7.180222511291504,1.865375280380249,0.5255111455917358,1.7863519191741943,0.5611523985862732,1.5048775672912598,0.6546003818511963,1.8993744850158691,0.5343866348266602
37,6.448870658874512,1.552443027496338,0.617438018321991,1.5214468240737915,0.6306301355361938,1.4806445837020874,0.6578357219696045,1.7739298343658447,0.5719679594039917,7.149567127227783,1.8605400323867798,0.5253717303276062,1.7787857055664062,0.5635222792625427,1.4958736896514893,0.6588754653930664,1.890579104423523,0.533178448677063
38,6.423323154449463,1.5457890033721924,0.6193956732749939,1.5156099796295166,0.631260335445404,1.4718793630599976,0.6590495705604553,1.7666248083114624,0.5736105442047119,7.12627649307251,1.8521913290023804,0.5291821360588074,1.7756417989730835,0.5637081861495972,1.4882572889328003,0.6601765751838684,1.8809261322021484,0.5344330668449402
39,6.395084381103516,1.5378261804580688,0.6208316087722778,1.5094164609909058,0.6327220797538757,1.4639719724655151,0.661110520362854,1.7595536708831787,0.5747469067573547,7.09193754196167,1.8380173444747925,0.5315055847167969,1.7574293613433838,0.5666356682777405,1.484398365020752,0.6589219570159912,1.8846380710601807,0.5352694988250732
40,6.36561918258667,1.5287790298461914,0.623832643032074,1.500719428062439,0.6347934007644653,1.4564887285232544,0.6624431610107422,1.7546977996826172,0.5754752159118652,7.072418212890625,1.8368345499038696,0.5338289737701416,1.7530373334884644,0.5690520405769348,1.4827088117599487,0.660315990447998,1.8702759742736816,0.5360130071640015
41,6.33705472946167,1.521384596824646,0.625134289264679,1.4930301904678345,0.6365702748298645,1.4492894411087036,0.6635692119598389,1.7464767694473267,0.5773450136184692,7.058099269866943,1.831013798713684,0.5329461097717285,1.7567157745361328,0.5690520405769348,1.4713022708892822,0.6588754653930664,1.8665145635604858,0.5388475656509399
42,6.311306953430176,1.5155725479125977,0.6267200708389282,1.4851617813110352,0.63802170753479,1.443361759185791,0.6651653051376343,1.7390412092208862,0.5783109664916992,7.034304618835449,1.828108310699463,0.5365241765975952,1.7499881982803345,0.5695167183876038,1.4656237363815308,0.6632899641990662,1.8559305667877197,0.5398234128952026
43,6.285623550415039,1.509498119354248,0.6280165314674377,1.479294776916504,0.6398656964302063,1.4357266426086426,0.6663842797279358,1.731821060180664,0.5798966884613037,6.997825622558594,1.8190407752990723,0.5372676849365234,1.7323801517486572,0.5745353102684021,1.4649180173873901,0.6612918376922607,1.8480348587036133,0.5414033532142639
44,6.258589744567871,1.5026501417160034,0.6292406916618347,1.471164584159851,0.6418853402137756,1.4304877519607544,0.6677531003952026,1.7229644060134888,0.581172525882721,6.975276470184326,1.8124548196792603,0.5375000238418579,1.7253053188323975,0.5769981145858765,1.4518166780471802,0.6648234128952026,1.8501296043395996,0.54307621717453
45,6.236705780029297,1.4988281726837158,0.6309452652931213,1.4648542404174805,0.6433625817298889,1.4241582155227661,0.6685072183609009,1.717586636543274,0.5821642279624939,6.946089267730713,1.8073431253433228,0.5386617183685303,1.7211421728134155,0.5752788186073303,1.4452134370803833,0.6660315990447998,1.8347969055175781,0.5416821837425232
46,6.214900493621826,1.492316484451294,0.6319059729576111,1.4589368104934692,0.6439101099967957,1.4191715717315674,0.6687189936637878,1.710809350013733,0.5833625793457031,6.9285664558410645,1.8127853870391846,0.5374070405960083,1.7100082635879517,0.5738847851753235,1.4402514696121216,0.665985107421875,1.8266681432724,0.543540894985199
47,6.194111347198486,1.4892295598983765,0.6328254342079163,1.4532923698425293,0.6448192000389099,1.41453218460083,0.6698605418205261,1.7032322883605957,0.5844008326530457,6.907883644104004,1.8041883707046509,0.5427044630050659,1.7106924057006836,0.5762081742286682,1.4356582164764404,0.6668215394020081,1.8162492513656616,0.5445167422294617
48,6.168415546417236,1.4838329553604126,0.633496880531311,1.4466187953948975,0.6446952223777771,1.4069328308105469,0.6711570024490356,1.695765733718872,0.584674596786499,6.874765396118164,1.799613356590271,0.5428903102874756,1.6904025077819824,0.5820167064666748,1.4331066608428955,0.6680297255516052,1.8077012300491333,0.5466542840003967
49,6.143867015838623,1.4798442125320435,0.6339308023452759,1.4413734674453735,0.6463223099708557,1.4008738994598389,0.6718078255653381,1.6863501071929932,0.5861570239067078,6.857306480407715,1.7966388463974,0.539219319820404,1.684462070465088,0.5808085799217224,1.4284080266952515,0.6692379117012024,1.806024193763733,0.5462825298309326
50,6.122611045837402,1.474324345588684,0.635320246219635,1.4349464178085327,0.6474534869194031,1.3951358795166016,0.6732179522514343,1.6807762384414673,0.5855113863945007,6.818384170532227,1.7888420820236206,0.5431691408157349,1.6712416410446167,0.5832713842391968,1.4232643842697144,0.6711896061897278,1.7899848222732544,0.5486524105072021
51,6.09766149520874,1.4683235883712769,0.6364049315452576,1.4286777973175049,0.6483832597732544,1.3891574144363403,0.6733936071395874,1.6727226972579956,0.5878667235374451,6.797933578491211,1.7858973741531372,0.5427044630050659,1.6708323955535889,0.5815520286560059,1.4129263162612915,0.6736059188842773,1.7862197160720825,0.5481877326965332
52,6.072546482086182,1.46456778049469,0.6363533139228821,1.4206416606903076,0.6499070525169373,1.3833638429641724,0.6752014756202698,1.6645475625991821,0.5877582430839539,6.771965026855469,1.7822035551071167,0.5431226491928101,1.6609647274017334,0.583550214767456,1.4051916599273682,0.6740241646766663,1.7756590843200684,0.5488847494125366
53,6.051925182342529,1.4609096050262451,0.6374844908714294,1.4171956777572632,0.650211751461029,1.3764407634735107,0.6766167283058167,1.656338095664978,0.5895557999610901,6.74307918548584,1.7786459922790527,0.5421468615531921,1.651436686515808,0.5817379355430603,1.4013129472732544,0.6759293675422668,1.7646002769470215,0.5506505370140076
54,6.031991004943848,1.4584360122680664,0.6370506286621094,1.4102046489715576,0.6510950326919556,1.3720972537994385,0.6768336892127991,1.648700475692749,0.5902169346809387,6.730438232421875,1.7776334285736084,0.5442379117012024,1.6471470594406128,0.5845724940299988,1.4017776250839233,0.6766263842582703,1.757066249847412,0.5542750954627991
55,6.0105509757995605,1.4517343044281006,0.6389101147651672,1.4056590795516968,0.652035117149353,1.3671786785125732,0.6771435737609863,1.642501950263977,0.5904029011726379,6.69978666305542,1.7647954225540161,0.5443308353424072,1.6409841775894165,0.5855483412742615,1.3929164409637451,0.676301121711731,1.7506200075149536,0.5536245107650757
56,5.988602638244629,1.4480105638504028,0.6393388509750366,1.400777816772461,0.6529080867767334,1.3601555824279785,0.678424596786499,1.6352362632751465,0.5916167497634888,6.6905131340026855,1.767300009727478,0.5434944033622742,1.6372733116149902,0.5852695107460022,1.3883379697799683,0.6769981384277344,1.7478047609329224,0.5540427565574646
57,5.968233585357666,1.4437364339828491,0.6397624015808105,1.3947969675064087,0.6540392637252808,1.354982614517212,0.6795970797538757,1.629697322845459,0.5929183959960938,6.674407005310059,1.7587224245071411,0.5457713603973389,1.6336328983306885,0.5873141288757324,1.3916115760803223,0.6748141050338745,1.74086332321167,0.5542286038398743
58,5.947028160095215,1.4372742176055908,0.6410950422286987,1.3899431228637695,0.6552737355232239,1.35016930103302,0.6801859736442566,1.62328040599823,0.5930681824684143,6.639516830444336,1.7611631155014038,0.5460501909255981,1.6219491958618164,0.5871282815933228,1.3738009929656982,0.6814591288566589,1.728649616241455,0.5572490692138672
59,5.926168441772461,1.4347913265228271,0.6417510509490967,1.3844679594039917,0.6553874015808105,1.343786597251892,0.6812499761581421,1.615431785583496,0.5941425561904907,6.634660243988037,1.7556326389312744,0.5475371479988098,1.6214756965637207,0.5879647135734558,1.378067135810852,0.6807156205177307,1.7303141355514526,0.559433102607727
60,5.911927223205566,1.4291439056396484,0.6422004103660583,1.3810009956359863,0.6563997864723206,1.339974045753479,0.6819162964820862,1.6132206916809082,0.5942820310592651,6.604599475860596,1.744329571723938,0.5480483174324036,1.6183089017868042,0.5896375179290771,1.3675459623336792,0.682341992855072,1.7213456630706787,0.5573884844779968
61,5.891104221343994,1.4254300594329834,0.6436518430709839,1.3759948015213013,0.6565805673599243,1.333932876586914,0.683341920375824,1.6057965755462646,0.5955113768577576,6.587464332580566,1.7387689352035522,0.5492100119590759,1.6100231409072876,0.5916357040405273,1.3663978576660156,0.6816449761390686,1.7165623903274536,0.5585037469863892
62,5.871520042419434,1.420607089996338,0.6444111466407776,1.3713799715042114,0.6576963067054749,1.3297646045684814,0.6836621761322021,1.5986346006393433,0.5963481664657593,6.566667079925537,1.73464834690094,0.5510222911834717,1.6047300100326538,0.5909386873245239,1.3563629388809204,0.6840613484382629,1.7137118577957153,0.5602230429649353
63,5.848318576812744,1.4137169122695923,0.6459969282150269,1.3645665645599365,0.6595557928085327,1.3230539560317993,0.6847882270812988,1.5941540002822876,0.5975310206413269,6.546662330627441,1.7343847751617432,0.5528810620307922,1.5982272624969482,0.5919609665870667,1.3496853113174438,0.6828531622886658,1.7060316801071167,0.5584107637405396
64,5.827553749084473,1.4101711511611938,0.6465134024620056,1.3613066673278809,0.6593853235244751,1.3174675703048706,0.6854493618011475,1.5851207971572876,0.5984659194946289,6.534397602081299,1.7303822040557861,0.5519516468048096,1.5967938899993896,0.5953531861305237,1.3480818271636963,0.684944212436676,1.7006951570510864,0.5614777207374573
65,5.810088634490967,1.4049359560012817,0.6474431753158569,1.3543685674667358,0.6615857481956482,1.3135539293289185,0.6868956685066223,1.5823101997375488,0.5976446270942688,6.51139497756958,1.721895456314087,0.5531598329544067,1.588823676109314,0.5940520167350769,1.3431851863861084,0.6862918138504028,1.6987560987472534,0.5604553818702698
66,5.792317867279053,1.4016311168670654,0.6485279202461243,1.349962830543518,0.6627272963523865,1.308264136314392,0.6879855394363403,1.5764421224594116,0.5999018549919128,6.490863800048828,1.7184603214263916,0.5553903579711914,1.5874546766281128,0.5954925417900085,1.3362605571746826,0.6880576014518738,1.6896138191223145,0.5627788305282593
67,5.772400379180908,1.395572543144226,0.6501807570457458,1.3445096015930176,0.6638326644897461,1.303571343421936,0.6875723004341125,1.571716547012329,0.5994318127632141,6.474299430847168,1.7153470516204834,0.5532063245773315,1.5831167697906494,0.5964683890342712,1.3346633911132812,0.6865241527557373,1.6849390268325806,0.5637546181678772
68,5.752819061279297,1.3919110298156738,0.6499070525169373,1.3406929969787598,0.6637603044509888,1.297957420349121,0.6883161067962646,1.5651494264602661,0.6007334589958191,6.454901695251465,1.704420804977417,0.553903341293335,1.5732921361923218,0.5976300835609436,1.3306487798690796,0.6887546181678772,1.682546615600586,0.5640334486961365
69,5.733481407165527,1.3853483200073242,0.6509400606155396,1.3341689109802246,0.6646280884742737,1.2919641733169556,0.690025806427002,1.5627506971359253,0.6007851362228394,6.444412708282471,1.7128653526306152,0.556505560874939,1.5691841840744019,0.5994423627853394,1.3232828378677368,0.6941449642181396,1.6748615503311157,0.5655204653739929
70,5.710993766784668,1.3793567419052124,0.6522158980369568,1.3295270204544067,0.6660950183868408,1.2861348390579224,0.6905010342597961,1.5558286905288696,0.6015909314155579,6.46319580078125,1.7102859020233154,0.5550186038017273,1.5781126022338867,0.5969330668449402,1.3243881464004517,0.6921468377113342,1.6860886812210083,0.5649163722991943
71,5.668449878692627,1.3656865358352661,0.6526704430580139,1.3181108236312866,0.6653925776481628,1.2748867273330688,0.6899173259735107,1.5455090999603271,0.6013997793197632,6.5178985595703125,1.7265127897262573,0.5555297136306763,1.5885493755340576,0.6005111336708069,1.338850975036621,0.6906133890151978,1.6961605548858643,0.5636152625083923
72,5.6126298904418945,1.3504064083099365,0.6528564095497131,1.3003950119018555,0.6659401059150696,1.2595860958099365,0.6907902956008911,1.53175687789917,0.6018233299255371,6.475817680358887,1.7123513221740723,0.5564126372337341,1.5781315565109253,0.6000464558601379,1.3168073892593384,0.6919609904289246,1.6947308778762817,0.5631505846977234
73,5.5595927238464355,1.3348008394241333,0.6534607410430908,1.2884806394577026,0.6668956875801086,1.2447866201400757,0.6910898685455322,1.5187159776687622,0.6032386422157288,6.458974838256836,1.7079282999038696,0.5576673150062561,1.5659408569335938,0.5987453460693359,1.3131048679351807,0.6942843794822693,1.693096399307251,0.5663104057312012
74,5.521407604217529,1.3264293670654297,0.6545248031616211,1.2765157222747803,0.6674948334693909,1.2340322732925415,0.6916425824165344,1.5103394985198975,0.6030113697052002,6.454919815063477,1.700090765953064,0.5556691288948059,1.5729095935821533,0.5993959307670593,1.3159257173538208,0.6914962530136108,1.6878563165664673,0.5630576014518738
75,5.475916385650635,1.313166618347168,0.6557386517524719,1.2655457258224487,0.6684142351150513,1.2234374284744263,0.6921797394752502,1.498734712600708,0.6041787266731262,6.442342758178711,1.702202320098877,0.5550186038017273,1.5700870752334595,0.5951672792434692,1.3038654327392578,0.6895910501480103,1.6859322786331177,0.5601765513420105
76,5.432875156402588,1.3039363622665405,0.6560434103012085,1.2535547018051147,0.6690134406089783,1.2096996307373047,0.6930992007255554,1.4891971349716187,0.6036725044250488,6.312150955200195,1.674491047859192,0.5571096539497375,1.5387152433395386,0.6002787947654724,1.2736046314239502,0.696096658706665,1.6481285095214844,0.5661245584487915
77,5.381424903869629,1.2902909517288208,0.6562241911888123,1.242707371711731,0.6693027019500732,1.1969172954559326,0.6936156749725342,1.4734922647476196,0.6045041084289551,6.263188362121582,1.6614041328430176,0.5555297136306763,1.5208325386047363,0.5988847613334656,1.2618619203567505,0.6925185918807983,1.6417810916900635,0.5637081861495972
78,5.279016971588135,1.2608540058135986,0.6577324271202087,1.217703104019165,0.6704803705215454,1.1695793867111206,0.6950206756591797,1.4494454860687256,0.6049121618270874,6.045928478240967,1.6000834703445435,0.5541821718215942,1.4704102277755737,0.6003717184066772,1.2073283195495605,0.6894516944885254,1.5814659595489502,0.563801109790802
79,5.177223205566406,1.23556387424469,0.6584969162940979,1.1906989812850952,0.6706921458244324,1.144739031791687,0.6950516700744629,1.4195241928100586,0.6064979434013367,5.955772876739502,1.5785032510757446,0.5551115274429321,1.4578535556793213,0.5976765751838684,1.178281545639038,0.6895446181297302,1.55302894115448,0.5671003460884094
80,5.120381832122803,1.2220460176467896,0.6599793434143066,1.1774216890335083,0.673409104347229,1.1301651000976562,0.6965340971946716,1.4056044816970825,0.6088377833366394,5.904200553894043,1.563726544380188,0.5583178400993347,1.44096040725708,0.5971189737319946,1.1654648780822754,0.6898234486579895,1.54534113407135,0.5662639141082764
81,5.077031135559082,1.212001085281372,0.6619628071784973,1.1663151979446411,0.6754958629608154,1.1173651218414307,0.6989049315452576,1.396807312965393,0.6099948287010193,5.872992992401123,1.5524686574935913,0.5577602386474609,1.4417510032653809,0.5981412529945374,1.1599229574203491,0.6908457279205322,1.530658483505249,0.5680297613143921
82,5.047338485717773,1.2040289640426636,0.6631198525428772,1.1604257822036743,0.6764721274375916,1.1101068258285522,0.6992510557174683,1.3892449140548706,0.6108626127243042,5.839455604553223,1.5510954856872559,0.5569238066673279,1.429610252380371,0.5980483293533325,1.1426559686660767,0.6927974224090576,1.5304957628250122,0.5683550238609314
83,5.021791458129883,1.1984096765518188,0.6651188135147095,1.1529284715652466,0.6775826215744019,1.1048599481582642,0.7010020613670349,1.383816123008728,0.6112086772918701,5.823987007141113,1.5423121452331543,0.558596670627594,1.4249026775360107,0.6012546420097351,1.1461213827133179,0.6938661932945251,1.52510404586792,0.5675650835037231
